"TIME","GEO","WAT_PROC","WAT_SRC","UNIT","Value","Flag and Footnotes"
"2012","Ireland","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2012","Ireland","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2012","Ireland","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","Ireland","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Ireland","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","Ireland","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Ireland","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","Ireland","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Ireland","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","Ireland","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Total gross abstraction","Fresh surface water","Million cubic metres","4,414.76",""
"2012","Greece","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","399.71",""
"2012","Greece","Total gross abstraction","Fresh groundwater","Million cubic metres","5,614.80",""
"2012","Greece","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","508.36",""
"2012","Greece","Water abstraction for public water supply","Fresh surface water","Million cubic metres","628.50",""
"2012","Greece","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","56.90",""
"2012","Greece","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","789.89",""
"2012","Greece","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","71.52",""
"2012","Greece","Water abstraction for agriculture","Fresh surface water","Million cubic metres","3,615.40",""
"2012","Greece","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","327.33",""
"2012","Greece","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","4,667.14",""
"2012","Greece","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","422.56",""
"2012","Greece","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","3,612.78",""
"2012","Greece","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","327.10",""
"2012","Greece","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres","4,619.38",""
"2012","Greece","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant","418.23",""
"2012","Greece","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":","c"
"2012","Greece","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":","c"
"2012","Greece","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":","c"
"2012","Greece","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":","c"
"2012","Greece","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","1.59",""
"2012","Greece","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","0.14",""
"2012","Greece","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","124.40",""
"2012","Greece","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","11.26",""
"2012","Greece","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres",":","c"
"2012","Greece","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant",":","c"
"2012","Greece","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres",":","c"
"2012","Greece","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant",":","c"
"2012","Greece","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction for private households","Fresh surface water","Million cubic metres","0.00",""
"2012","Greece","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant","0.00",""
"2012","Greece","Water abstraction for private households","Fresh groundwater","Million cubic metres","0.00",""
"2012","Greece","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2012","Greece","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Greece","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","Greece","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Greece","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","Greece","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Spain","Total gross abstraction","Fresh surface water","Million cubic metres","27,812.97",""
"2012","Spain","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","594.64",""
"2012","Spain","Total gross abstraction","Fresh groundwater","Million cubic metres","6,496.06",""
"2012","Spain","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","138.88",""
"2012","Spain","Water abstraction for public water supply","Fresh surface water","Million cubic metres","3,004.22",""
"2012","Spain","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","64.23",""
"2012","Spain","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","1,594.39",""
"2012","Spain","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","34.09",""
"2012","Spain","Water abstraction for agriculture","Fresh surface water","Million cubic metres","18,349.97",""
"2012","Spain","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","392.32",""
"2012","Spain","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","4,716.82",""
"2012","Spain","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","100.84",""
"2012","Spain","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","16,249.97",""
"2012","Spain","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","347.42",""
"2012","Spain","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres","4,716.82",""
"2012","Spain","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant","100.84",""
"2012","Spain","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres","2,100.00","e"
"2012","Spain","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant","44.90","e"
"2012","Spain","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":",""
"2012","Spain","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Spain","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":",""
"2012","Spain","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Spain","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","312.78","e"
"2012","Spain","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","6.69","e"
"2012","Spain","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","162.85","e"
"2012","Spain","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","3.48","e"
"2012","Spain","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres","125.90","e"
"2012","Spain","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant","2.69","e"
"2012","Spain","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres","15.80","e"
"2012","Spain","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant","0.34","e"
"2012","Spain","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","6,100.00","e"
"2012","Spain","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","130.42","e"
"2012","Spain","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction for construction","Fresh surface water","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction for construction","Fresh groundwater","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction for services","Fresh surface water","Million cubic metres","46.00",""
"2012","Spain","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant","0.98",""
"2012","Spain","Water abstraction for services","Fresh groundwater","Million cubic metres","22.00",""
"2012","Spain","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant","0.47",""
"2012","Spain","Water abstraction for private households","Fresh surface water","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction for private households","Fresh groundwater","Million cubic metres","0.00","e"
"2012","Spain","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant","0.00","e"
"2012","Spain","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","Spain","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Spain","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","Spain","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Spain","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","Spain","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Spain","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","Spain","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Total gross abstraction","Fresh surface water","Million cubic metres","24,400.10",""
"2012","France","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","372.87",""
"2012","France","Total gross abstraction","Fresh groundwater","Million cubic metres","5,608.20",""
"2012","France","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","85.70",""
"2012","France","Water abstraction for public water supply","Fresh surface water","Million cubic metres","1,952.00",""
"2012","France","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","29.83",""
"2012","France","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","3,528.90",""
"2012","France","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","53.93",""
"2012","France","Water abstraction for agriculture","Fresh surface water","Million cubic metres","1,879.60",""
"2012","France","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","28.72",""
"2012","France","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","1,033.50",""
"2012","France","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","15.79",""
"2012","France","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres",":",""
"2012","France","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2012","France","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres","23.87",""
"2012","France","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant","0.36",""
"2012","France","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres","74.10",""
"2012","France","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant","1.13",""
"2012","France","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","1,520.32",""
"2012","France","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","23.23",""
"2012","France","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","724.83",""
"2012","France","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","11.08",""
"2012","France","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2012","France","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","18,832.40",""
"2012","France","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","287.79",""
"2012","France","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres","6.95",""
"2012","France","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant","0.11",""
"2012","France","Water abstraction for construction","Fresh surface water","Million cubic metres","5.44",""
"2012","France","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant","0.08",""
"2012","France","Water abstraction for construction","Fresh groundwater","Million cubic metres","7.49",""
"2012","France","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant","0.11",""
"2012","France","Water abstraction for services","Fresh surface water","Million cubic metres","186.47",""
"2012","France","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant","2.85",""
"2012","France","Water abstraction for services","Fresh groundwater","Million cubic metres","232.44",""
"2012","France","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant","3.55",""
"2012","France","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2012","France","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","France","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","France","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","France","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","France","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","France","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Total gross abstraction","Fresh surface water","Million cubic metres","276.21","e"
"2012","Croatia","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","64.70","e"
"2012","Croatia","Total gross abstraction","Fresh groundwater","Million cubic metres","448.80",""
"2012","Croatia","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","105.13",""
"2012","Croatia","Water abstraction for public water supply","Fresh surface water","Million cubic metres","60.30","e"
"2012","Croatia","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","14.12","e"
"2012","Croatia","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","442.70",""
"2012","Croatia","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","103.70",""
"2012","Croatia","Water abstraction for agriculture","Fresh surface water","Million cubic metres","30.00","e"
"2012","Croatia","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","7.03","e"
"2012","Croatia","Water abstraction for agriculture","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","30.00","e"
"2012","Croatia","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","7.03","e"
"2012","Croatia","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres","0.00","e"
"2012","Croatia","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant","0.00","e"
"2012","Croatia","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres","3.36","e"
"2012","Croatia","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant","0.79","e"
"2012","Croatia","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres","0.80",""
"2012","Croatia","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant","0.19",""
"2012","Croatia","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","65.15","e"
"2012","Croatia","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","15.26","e"
"2012","Croatia","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","5.30",""
"2012","Croatia","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","1.24",""
"2012","Croatia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres","42.00","e"
"2012","Croatia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant","9.84","e"
"2012","Croatia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres","1.10",""
"2012","Croatia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant","0.26",""
"2012","Croatia","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","117.40",""
"2012","Croatia","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","27.50",""
"2012","Croatia","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Croatia","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","Croatia","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Croatia","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","Croatia","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Total gross abstraction","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Total gross abstraction","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for public water supply","Fresh surface water","Million cubic metres","1,427.40",""
"2012","Italy","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","23.97",""
"2012","Italy","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","8,023.30",""
"2012","Italy","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","134.76",""
"2012","Italy","Water abstraction for agriculture","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for agriculture","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Italy","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2012","Italy","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2012","Italy","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2012","Italy","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2012","Cyprus","Total gross abstraction","Fresh surface water","Million cubic metres","100.30",""
"2012","Cyprus","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","116.10",""
"2012","Cyprus","Total gross abstraction","Fresh groundwater","Million cubic metres","155.00","e"
"2012","Cyprus","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","179.41","e"
"2012","Cyprus","Water abstraction for public water supply","Fresh surface water","Million cubic metres","52.50",""
"2012","Cyprus","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","60.77",""
"2012","Cyprus","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","26.00",""
"2012","Cyprus","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","30.09",""
"2012","Cyprus","Water abstraction for agriculture","Fresh surface water","Million cubic metres","42.00",""
"2012","Cyprus","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","48.61",""
"2012","Cyprus","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","129.00",""
"2012","Cyprus","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","149.32",""
"2012","Cyprus","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","41.00",""
"2012","Cyprus","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","47.46",""
