"TIME","GEO","WAT_PROC","WAT_SRC","UNIT","Value","Flag and Footnotes"
"2014","Bulgaria","Water abstraction for construction","Fresh groundwater","Million cubic metres","0.77",""
"2014","Bulgaria","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant","0.11",""
"2014","Bulgaria","Water abstraction for services","Fresh surface water","Million cubic metres","19.81",""
"2014","Bulgaria","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant","2.74",""
"2014","Bulgaria","Water abstraction for services","Fresh groundwater","Million cubic metres","11.27",""
"2014","Bulgaria","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant","1.56",""
"2014","Bulgaria","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2014","Bulgaria","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Bulgaria","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2014","Bulgaria","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Bulgaria","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2014","Bulgaria","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Bulgaria","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2014","Bulgaria","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Bulgaria","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2014","Bulgaria","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Bulgaria","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2014","Bulgaria","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Czechia","Total gross abstraction","Fresh surface water","Million cubic metres","1,288.70",""
"2014","Czechia","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","122.44",""
"2014","Czechia","Total gross abstraction","Fresh groundwater","Million cubic metres","361.00",""
"2014","Czechia","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","34.30",""
"2014","Czechia","Water abstraction for public water supply","Fresh surface water","Million cubic metres","309.60",""
"2014","Czechia","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","29.41",""
"2014","Czechia","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","292.40",""
"2014","Czechia","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","27.78",""
"2014","Czechia","Water abstraction for agriculture","Fresh surface water","Million cubic metres","35.30",""
"2014","Czechia","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","3.35",""
"2014","Czechia","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","13.30",""
"2014","Czechia","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","1.26",""
"2014","Czechia","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","16.40",""
"2014","Czechia","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","1.56",""
"2014","Czechia","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres","0.40",""
"2014","Czechia","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant","0.04",""
"2014","Czechia","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres","6.00",""
"2014","Czechia","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant","0.57",""
"2014","Czechia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres","0.00",""
"2014","Czechia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Czechia","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres","23.90",""
"2014","Czechia","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant","2.27",""
"2014","Czechia","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres","10.70",""
"2014","Czechia","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant","1.02",""
"2014","Czechia","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","201.90",""
"2014","Czechia","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","19.18",""
"2014","Czechia","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","25.10",""
"2014","Czechia","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","2.38",""
"2014","Czechia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres","41.60",""
"2014","Czechia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant","3.95",""
"2014","Czechia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres","1.60",""
"2014","Czechia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant","0.15",""
"2014","Czechia","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","491.90",""
"2014","Czechia","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","46.73",""
"2014","Czechia","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres","0.00",""
"2014","Czechia","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Czechia","Water abstraction for construction","Fresh surface water","Million cubic metres","0.00",""
"2014","Czechia","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant","0.00",""
"2014","Czechia","Water abstraction for construction","Fresh groundwater","Million cubic metres","0.10",""
"2014","Czechia","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant","0.01",""
"2014","Czechia","Water abstraction for services","Fresh surface water","Million cubic metres","7.60",""
"2014","Czechia","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant","0.72",""
"2014","Czechia","Water abstraction for services","Fresh groundwater","Million cubic metres","12.20",""
"2014","Czechia","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant","1.16",""
"2014","Czechia","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2014","Czechia","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Czechia","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2014","Czechia","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Czechia","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2014","Czechia","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Czechia","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2014","Czechia","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Czechia","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2014","Czechia","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Czechia","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2014","Czechia","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Denmark","Total gross abstraction","Fresh surface water","Million cubic metres","242.66",""
"2014","Denmark","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","43.00",""
"2014","Denmark","Total gross abstraction","Fresh groundwater","Million cubic metres","769.50",""
"2014","Denmark","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","136.35",""
"2014","Denmark","Water abstraction for public water supply","Fresh surface water","Million cubic metres","3.76",""
"2014","Denmark","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","0.67",""
"2014","Denmark","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","387.69",""
"2014","Denmark","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","68.70",""
"2014","Denmark","Water abstraction for agriculture","Fresh surface water","Million cubic metres","236.27",""
"2014","Denmark","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","41.87",""
"2014","Denmark","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","347.03",""
"2014","Denmark","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","61.49",""
"2014","Denmark","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres","5.56",""
"2014","Denmark","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant","0.99",""
"2014","Denmark","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres","260.50",""
"2014","Denmark","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant","46.16",""
"2014","Denmark","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres","230.71",""
"2014","Denmark","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant","40.88",""
"2014","Denmark","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres","86.53",""
"2014","Denmark","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant","15.33",""
"2014","Denmark","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres","0.91",""
"2014","Denmark","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant","0.16",""
"2014","Denmark","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres","5.68",""
"2014","Denmark","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant","1.01",""
"2014","Denmark","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","1.04",""
"2014","Denmark","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","0.18",""
"2014","Denmark","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres","20.84",""
"2014","Denmark","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant","3.69",""
"2014","Denmark","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Denmark","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Denmark","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Denmark","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Denmark","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","0.00",""
"2014","Denmark","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","0.00",""
"2014","Denmark","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres","1.21",""
"2014","Denmark","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant","0.21",""
"2014","Denmark","Water abstraction for construction","Fresh surface water","Million cubic metres","0.00",""
"2014","Denmark","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant","0.00",""
"2014","Denmark","Water abstraction for construction","Fresh groundwater","Million cubic metres","0.00",""
"2014","Denmark","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Denmark","Water abstraction for services","Fresh surface water","Million cubic metres","0.68",""
"2014","Denmark","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant","0.12",""
"2014","Denmark","Water abstraction for services","Fresh groundwater","Million cubic metres","7.07",""
"2014","Denmark","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant","1.25",""
"2014","Denmark","Water abstraction for private households","Fresh surface water","Million cubic metres","0.00",""
"2014","Denmark","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant","0.00",""
"2014","Denmark","Water abstraction for private households","Fresh groundwater","Million cubic metres","0.00",""
"2014","Denmark","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Denmark","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2014","Denmark","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Denmark","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2014","Denmark","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Denmark","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2014","Denmark","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Denmark","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2014","Denmark","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh surface water","Million cubic metres","1,571.65","e"
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","19.41","e"
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","3,532.04","e"
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","43.61","e"
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2014","Germany (until 1990 former territory of the FRG)","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Total gross abstraction","Fresh surface water","Million cubic metres","1,525.00","e"
"2014","Estonia","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant","1,160.10","e"
"2014","Estonia","Total gross abstraction","Fresh groundwater","Million cubic metres","199.00","e"
"2014","Estonia","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant","151.38","e"
"2014","Estonia","Water abstraction for public water supply","Fresh surface water","Million cubic metres","28.14",""
"2014","Estonia","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","21.41",""
"2014","Estonia","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","33.01",""
"2014","Estonia","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","25.11",""
"2014","Estonia","Water abstraction for agriculture","Fresh surface water","Million cubic metres","0.03",""
"2014","Estonia","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant","0.02",""
"2014","Estonia","Water abstraction for agriculture","Fresh groundwater","Million cubic metres","4.75",""
"2014","Estonia","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant","3.61",""
"2014","Estonia","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres","18.06",""
"2014","Estonia","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant","13.74",""
"2014","Estonia","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres","1,460.05",""
"2014","Estonia","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant","1,110.69",""
"2014","Estonia","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres","0.00",""
"2014","Estonia","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Estonia","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction for private households","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction for private households","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction for private households","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction - net","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water abstraction - net","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water abstraction - net","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water abstraction - net","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Estonia","Water returned without use","Fresh surface water","Million cubic metres",":",""
"2014","Estonia","Water returned without use","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Estonia","Water returned without use","Fresh groundwater","Million cubic metres",":",""
"2014","Estonia","Water returned without use","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Total gross abstraction","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Total gross abstraction","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Total gross abstraction","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Total gross abstraction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for public water supply","Fresh surface water","Million cubic metres","540.00","e"
"2014","Ireland","Water abstraction for public water supply","Fresh surface water","Cubic metres per inhabitant","115.94","e"
"2014","Ireland","Water abstraction for public water supply","Fresh groundwater","Million cubic metres","120.00","e"
"2014","Ireland","Water abstraction for public water supply","Fresh groundwater","Cubic metres per inhabitant","25.76","e"
"2014","Ireland","Water abstraction for agriculture","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for agriculture","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for agriculture","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for agriculture","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for agriculture - irrigation","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for agriculture - irrigation","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for agriculture - irrigation","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for agriculture - irrigation","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for agriculture - aquaculture","Fresh surface water","Million cubic metres","46.49","e"
"2014","Ireland","Water abstraction for agriculture - aquaculture","Fresh surface water","Cubic metres per inhabitant","9.98","e"
"2014","Ireland","Water abstraction for agriculture - aquaculture","Fresh groundwater","Million cubic metres","0.00",""
"2014","Ireland","Water abstraction for agriculture - aquaculture","Fresh groundwater","Cubic metres per inhabitant","0.00",""
"2014","Ireland","Water abstraction for mining and quarrying","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for mining and quarrying","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for mining and quarrying","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for mining and quarrying","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for manufacturing industry","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for manufacturing industry","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for manufacturing industry","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for manufacturing industry","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for manufacturing industry - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for manufacturing industry - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for manufacturing industry - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for production of electricity - cooling","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for production of electricity - cooling","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for production of electricity - cooling","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for production of electricity - cooling","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for construction","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for construction","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for construction","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for construction","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for services","Fresh surface water","Million cubic metres",":",""
"2014","Ireland","Water abstraction for services","Fresh surface water","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for services","Fresh groundwater","Million cubic metres",":",""
"2014","Ireland","Water abstraction for services","Fresh groundwater","Cubic metres per inhabitant",":",""
"2014","Ireland","Water abstraction for private households","Fresh surface water","Million cubic metres",":",""
